Index,Stock Value,Weighted Average,Sigma,Portfolio Value
590,98.46,96.1941,2.4346,92.9604
591,99.54,96.2944,2.4362,93.98
592,99.1,96.3786,2.43671,93.5646
593,99.34,96.4674,2.43751,93.7912
594,99.42,96.556,2.43829,93.8667
595,98.75,96.6218,2.4378,93.2342
596,98.845,96.6885,2.43736,93.3239
597,99.13,96.7618,2.43724,93.5929
598,99.585,96.8465,2.43778,94.0225
599,100.23,96.948,2.43943,94.6315
600,100.105,97.0427,2.44059,94.5135
601,100.36,97.1422,2.44209,94.7542
602,99.63,97.2168,2.44204,94.065
603,99.97,97.2994,2.44244,94.386
604,99.94,97.3787,2.44264,94.3577
605,99.72,97.4489,2.44237,94.15
606,101.93,97.5833,2.44672,96.2365
607,102.07,97.7179,2.45107,96.3687
608,102.18,97.8518,2.45533,96.4726
609,102.37,97.9873,2.45973,96.652
610,102.42,98.1203,2.46386,96.6992
611,102.52,98.2523,2.46789,96.7936
612,101.97,98.3638,2.47017,96.2743
613,102.74,98.4951,2.47409,97.0013
614,102.86,98.6261,2.47797,97.1146
615,103.25,98.7648,2.48255,97.4828
616,102.84,98.887,2.48563,97.0957
617,102.95,99.0089,2.48867,97.1996
618,103.115,99.1321,2.49181,97.3554
619,102.97,99.2472,2.49429,97.2185
620,103.155,99.3645,2.49691,97.3931
621,103.235,99.4806,2.49944,97.4687
622,103.17,99.5913,2.50155,97.4073
623,103.44,99.7067,2.50401,97.6622
624,103.35,99.816,2.50599,97.5772
625,103.59,99.9293,2.50826,97.8038
626,103.77,100.044,2.51067,97.9738
627,103.31,100.142,2.51186,97.5395
628,103.48,100.243,2.51318,97.7
629,103.59,100.343,2.51451,97.8038
630,104.3,100.462,2.51716,98.4742
631,103.56,100.555,2.51801,97.7755
632,103.205,100.634,2.51809,97.4403
633,103.32,100.715,2.51823,97.5489
634,103,100.783,2.51778,97.2468
635,102.91,100.847,2.51713,97.1618
636,102.91,100.909,2.51641,97.1618
637,103.02,100.972,2.51574,97.2657
638,102.74,101.025,2.51469,97.0013
639,102.76,101.077,2.5136,97.0202
640,102.21,101.111,2.51201,96.5009
641,102.93,101.166,2.51102,97.1807
642,103.04,101.222,2.51009,97.2845
643,103.03,101.276,2.50909,97.2751
644,103.56,101.345,2.50867,97.7755
645,103.55,101.411,2.50814,97.7661
646,103.02,101.459,2.50695,97.2657
647,103.66,101.525,2.50642,97.8699
648,105.17,101.635,2.50833,99.2956
649,105.21,101.742,2.51008,99.3333
650,104.57,101.827,2.51046,98.7291
651,105.035,101.923,2.51149,99.1681
652,105.03,102.016,2.51234,99.1634
653,105.16,102.111,2.51325,99.2861
654,104.46,102.181,2.51291,98.6252
655,104.174,102.241,2.51212,98.3556
656,104.55,102.31,2.51173,98.7102
657,104.365,102.372,2.51103,98.5355
658,104.24,102.428,2.51011,98.4175
659,103.98,102.474,2.50889,98.172
660,103.765,102.513,2.50747,97.9691
661,102.18,102.503,2.50561,96.4726
662,100.885,102.455,2.50446,95.2499
663,100.87,102.407,2.50328,95.2358
664,101.04,102.366,2.50193,95.3963
665,100.35,102.306,2.5012,94.7448
666,100.38,102.248,2.50037,94.7731
667,100.435,102.193,2.49942,94.8251
668,99.78,102.121,2.49919,94.2066
669,99.36,102.038,2.49947,93.8101
670,99.86,101.973,2.49894,94.2822
671,99.15,101.888,2.49931,93.6118
672,98.86,101.797,2.50002,93.338
673,98.3,101.692,2.50158,92.8093
674,98.065,101.584,2.50339,92.5874
675,99,101.506,2.50339,93.4702
676,100.435,101.474,2.50186,94.8251
677,100.69,101.45,2.50019,95.0658
678,100.525,101.423,2.49858,94.91
679,100.86,101.406,2.49683,95.2263
680,101.5,101.409,2.495,95.8306
681,101.875,101.423,2.49323,96.1846
682,101.4,101.422,2.49141,95.7362
683,102.45,101.453,2.48988,96.7275
684,101.99,101.469,2.48814,96.2932
685,101.92,101.482,2.48638,96.2271
686,102.02,101.499,2.48465,96.3215
687,102.28,101.522,2.48301,96.567
688,102.89,101.563,2.48172,97.1429
689,102.55,101.593,2.48019,96.8219
690,101.39,101.587,2.47841,95.7267
691,100.71,101.56,2.47683,95.0847
692,100.455,101.527,2.47537,94.8439
693,100.392,101.493,2.47394,94.7841
694,100.41,101.461,2.47248,94.8015
695,100.48,101.431,2.47097,94.8675
696,102.05,101.45,2.4693,96.3498
697,103.19,101.502,2.46836,97.4262
698,104.01,101.577,2.46831,98.2004
699,104.05,101.651,2.46821,98.2381
700,105.07,101.754,2.46963,99.2012
701,105.12,101.855,2.47094,99.2484
702,105.16,101.954,2.47214,99.2861
703,106.43,102.088,2.4758,100.485
704,107.15,102.24,2.48095,101.165
705,107.46,102.397,2.4865,101.458
706,106.9,102.532,2.49017,100.929
707,106.77,102.659,2.4932,100.806
708,106.99,102.789,2.49643,101.014
709,107.145,102.92,2.49971,101.16
710,106.96,103.041,2.50227,100.986
711,106.65,103.149,2.50395,100.693
712,106.87,103.261,2.50584,100.901
713,107.05,103.374,2.50786,101.071
714,106.95,103.482,2.50946,100.976
715,106.915,103.585,2.5108,100.943
716,107.21,103.693,2.51248,101.222
717,107.32,103.802,2.51416,101.325
718,108.32,103.938,2.51772,102.27
719,108.6,104.078,2.52161,102.534
720,108.6,104.213,2.52515,102.534
721,108.845,104.352,2.52894,102.765
722,109,104.492,2.53274,102.912
723,109.23,104.634,2.53675,103.129
724,109.37,104.776,2.54073,103.261
725,110.164,104.938,2.54638,104.011
726,109.26,105.067,2.54938,103.157
727,109.41,105.198,2.55241,103.299
728,109.45,105.325,2.55523,103.337
729,109.475,105.45,2.55782,103.36
730,109.57,105.573,2.56034,103.45
731,109.82,105.701,2.56312,103.686
732,108.45,105.783,2.56326,102.392
733,108.23,105.856,2.56301,102.185
734,107.27,105.899,2.56177,101.278
735,107.12,105.936,2.5604,101.137
736,107.18,105.973,2.55905,101.193
737,107.01,106.004,2.55758,101.033
738,107.34,106.044,2.55629,101.344
739,106.81,106.067,2.55471,100.844
740,105.88,106.061,2.553,99.9659
741,105.88,106.056,2.55128,99.9659
742,106.07,106.056,2.54957,100.145
743,106.145,106.059,2.54785,100.216
744,106.04,106.058,2.54614,100.117
745,105.37,106.038,2.54455,99.4844
746,104.62,105.995,2.54335,98.7763
747,104.635,105.954,2.54211,98.7905
748,104.42,105.908,2.54099,98.5875
749,104.305,105.86,2.53993,98.4789
750,104.34,105.815,2.53881,98.5119
751,104.42,105.773,2.5376,98.5875
752,105.735,105.772,2.53591,99.829
753,106.37,105.79,2.53432,100.429
754,106.8,105.82,2.53289,100.835
755,106.255,105.833,2.53126,100.32
756,106.35,105.849,2.52966,100.41
757,106.045,105.854,2.528,100.122
758,106.1,105.862,2.52635,100.174
759,106.82,105.891,2.52491,100.853
760,108.51,105.969,2.52493,102.449
761,108.17,106.035,2.52446,102.128
762,108.05,106.096,2.52379,102.015
763,108.02,106.153,2.52305,101.986
764,108.195,106.215,2.52241,102.152
765,108.185,106.274,2.52171,102.142
766,107.1,106.299,2.52023,101.118
767,107.43,106.332,2.5189,101.429
768,107.38,106.364,2.51753,101.382
769,107.53,106.399,2.51623,101.524
770,107.53,106.433,2.5149,101.524
771,107.285,106.458,2.51345,101.292
772,107.43,106.488,2.51205,101.429
773,108.06,106.535,2.51103,102.024
774,106.25,106.526,2.50943,100.315
775,105.945,106.509,2.50789,100.027
776,105.85,106.489,2.50638,99.9376
777,106.21,106.481,2.50479,100.277
778,106.12,106.47,2.50321,100.193
779,106.225,106.462,2.50162,100.292
780,106,106.449,2.50007,100.079
781,105.56,106.422,2.49866,99.6638
782,105.38,106.391,2.49733,99.4938
783,105.21,106.355,2.49607,99.3333
784,105.5,106.33,2.49466,99.6071
785,106.005,106.32,2.49309,100.084
786,106.455,106.324,2.49151,100.509
787,106.17,106.319,2.48994,100.24
788,105.935,106.308,2.4884,100.018
789,105.51,106.284,2.48697,99.6166
790,106.02,106.276,2.48542,100.098
791,106.15,106.272,2.48385,100.221
792,106.44,106.277,2.48229,100.495
793,106.39,106.281,2.48073,100.447
794,107.5,106.317,2.47952,101.495
795,107.165,106.343,2.47814,101.179
796,107.13,106.366,2.47673,101.146
797,107.4,106.397,2.47543,101.401
798,107.48,106.43,2.47416,101.477
799,107.635,106.466,2.47296,101.623
800,107.84,106.507,2.47187,101.816
801,107.5,106.537,2.47056,101.495
802,107.748,106.573,2.46937,101.73
803,107.591,106.604,2.46808,101.581
804,107.69,106.636,2.46682,101.675
805,107.7,106.668,2.46556,101.684
806,107.96,106.707,2.46443,101.93
807,107.77,106.739,2.46317,101.75
808,107.9,106.774,2.46196,101.873
809,108.06,106.812,2.46083,102.024
810,107.795,106.842,2.45954,101.774
811,108.57,106.894,2.45873,102.506
812,109.29,106.966,2.45857,103.185
813,109.34,107.037,2.45839,103.233
814,109.38,107.107,2.45817,103.27
815,109.01,107.164,2.45751,102.921
816,109,107.219,2.4568,102.912
817,109.005,107.273,2.45604,102.916
818,110.8,107.379,2.45745,104.611
819,111.01,107.488,2.45903,104.809
820,110.62,107.582,2.45982,104.441
821,111,107.684,2.46104,104.8
822,111.01,107.784,2.46212,104.809
823,110.85,107.876,2.4628,104.658
824,110.37,107.951,2.46275,104.205
825,110.53,108.028,2.4628,104.356
826,109.57,108.074,2.46186,103.45
827,109.9,108.129,2.46114,103.761
828,109.505,108.17,2.46009,103.388
829,109.38,108.207,2.45895,103.27
830,109.62,108.249,2.45793,103.497
831,109.68,108.292,2.45692,103.554
832,110.33,108.353,2.4564,104.167
833,111.01,108.433,2.45655,104.809
834,111.47,108.524,2.45719,105.244
835,112.03,108.629,2.45854,105.772
836,112.54,108.746,2.46057,106.254
837,112.895,108.871,2.46302,106.589
838,113.435,109.008,2.4663,107.099
839,113.885,109.154,2.47023,107.524
840,113.86,109.295,2.47377,107.5
841,113.92,109.434,2.47713,107.557
842,114.77,109.594,2.48207,108.359
843,114.685,109.747,2.48642,108.279
844,114.974,109.904,2.49106,108.552
845,115.21,110.063,2.49587,108.775
846,114.66,110.201,2.4991,108.255
847,115.68,110.365,2.50428,109.219
848,115.54,110.52,2.50873,109.086
849,115.77,110.678,2.51333,109.303
850,115.82,110.832,2.51766,109.351
851,115.93,110.985,2.52188,109.455
852,115.74,111.128,2.52535,109.275
853,116,111.274,2.52904,109.521
854,115.94,111.414,2.5323,109.464
855,116.45,111.565,2.53632,109.946
856,116.85,111.724,2.54088,110.323
857,116.97,111.881,2.54534,110.436
858,116.49,112.019,2.54843,109.983
859,116.29,112.147,2.55086,109.794
860,114.12,112.206,2.55021,107.746
861,115.455,112.304,2.55099,109.006
862,115.83,112.41,2.55217,109.36
863,115.305,112.497,2.55248,108.864
864,114.98,112.571,2.55232,108.558
865,115.09,112.647,2.5522,108.661
866,114.97,112.716,2.55187,108.548
867,114.5,112.77,2.55108,108.104
868,115.79,112.86,2.55154,109.322
869,116.17,112.96,2.5524,109.681
870,116.06,113.053,2.55297,109.577
871,115.92,113.139,2.55324,109.445
872,115.82,113.219,2.5533,109.351
873,116.25,113.31,2.55377,109.757
874,117.84,113.446,2.55663,111.258
875,118.48,113.597,2.56049,111.862
876,119.18,113.765,2.56556,112.523
877,118.74,113.914,2.56926,112.108
878,118.98,114.066,2.57315,112.334
879,118.94,114.212,2.57662,112.296
880,118.62,114.344,2.57918,111.994
881,119.68,114.504,2.5836,112.995
882,119.34,114.649,2.58696,112.674
883,118.685,114.77,2.58885,112.056
884,119.04,114.899,2.59113,112.391
885,119.045,115.023,2.59319,112.396
886,119.4,115.154,2.59564,112.731
887,119.76,115.292,2.59851,113.071
888,119.35,115.414,2.6004,112.684
889,119.73,115.544,2.60272,113.042
890,119.68,115.668,2.60473,112.995
891,119.81,115.792,2.60675,113.118
892,119.78,115.912,2.6085,113.09
893,120.685,116.055,2.61164,113.944
894,121.02,116.204,2.61514,114.26
895,121.44,116.361,2.61918,114.657
896,121.67,116.52,2.62336,114.874
897,122.46,116.698,2.62894,115.62
898,122.18,116.863,2.63345,115.355
899,122.25,117.024,2.63775,115.422
900,121.34,117.154,2.63997,114.562
901,121.24,117.276,2.6418,114.468
902,120.93,117.386,2.64297,114.175
903,121.62,117.513,2.64504,114.827
904,121.19,117.623,2.64624,114.421
905,121.59,117.742,2.64786,114.798
906,121.75,117.863,2.64955,114.949
907,120.79,117.95,2.64977,114.043
908,121.08,118.044,2.65022,114.317
909,121.41,118.145,2.65097,114.628
910,121.235,118.238,2.65138,114.463
911,121.26,118.329,2.6517,114.487
912,121.381,118.42,2.65206,114.601
913,121.473,118.512,2.65242,114.688
914,121.56,118.603,2.65277,114.77
915,121.285,118.684,2.65271,114.51
916,121.74,118.775,2.65307,114.94
917,122.19,118.878,2.65388,115.365
918,122.66,118.991,2.6552,115.809
919,122.18,119.087,2.65571,115.355
920,122.28,119.183,2.65623,115.45
921,122.515,119.283,2.65692,115.672
922,122.36,119.375,2.6573,115.525
923,121.295,119.433,2.65657,114.52
924,122.68,119.53,2.65715,115.828
925,122.7,119.625,2.65764,115.846
926,122.975,119.726,2.65835,116.106
927,123.27,119.832,2.65931,116.385
928,123.28,119.935,2.66014,116.394
929,121.7,119.988,2.65931,114.902
930,122.3,120.058,2.65889,115.469
931,121.93,120.114,2.65813,115.119
932,122.27,120.179,2.65759,115.44
933,121.77,120.226,2.65665,114.968
934,121.73,120.271,2.65565,114.931
935,121.81,120.318,2.65468,115.006
936,122.3,120.377,2.65401,115.469
937,108.26,120.014,2.68021,102.213
938,108.828,119.678,2.70208,102.749
939,109.635,119.377,2.71927,103.511
940,109.03,119.066,2.73745,102.94
941,108.715,118.756,2.75548,102.643
942,107.815,118.428,2.77562,101.793
943,108.1,118.118,2.79325,102.062
944,108.3,117.823,2.8089,102.251
945,108.02,117.529,2.82439,101.986
946,108.085,117.246,2.83855,102.048
947,107.825,116.963,2.85254,101.802
948,108.19,116.7,2.86438,102.147
949,108.445,116.452,2.87464,102.388
950,108.039,116.2,2.88529,102.004
951,108.34,115.964,2.89434,102.289
952,107.894,115.722,2.90391,101.867
953,107.01,115.461,2.91526,101.033
954,107.44,115.22,2.92459,101.439
955,107.41,114.986,2.93331,101.41
956,107.095,114.749,2.9422,101.113
957,107.14,114.521,2.95031,101.156
958,107.21,114.301,2.95765,101.222
959,107.79,114.106,2.96313,101.769
960,108.329,113.933,2.9671,102.278
961,108.511,113.77,2.9704,102.45
962,108.8,113.621,2.97292,102.723
963,109.32,113.492,2.97442,103.214
964,109.03,113.358,2.97614,102.94
965,108.96,113.226,2.97776,102.874
966,109.43,113.112,2.97858,103.318
967,108.53,112.975,2.98046,102.468
968,108.26,112.833,2.98255,102.213
969,108.33,112.698,2.98431,102.279
970,108.138,112.561,2.98614,102.098
971,108.29,112.433,2.98756,102.241
972,107.42,112.283,2.9901,101.42
973,107.31,112.134,2.99255,101.316
974,106.7,111.971,2.99578,100.74
975,107.43,111.834,2.99756,101.429
976,107.415,111.702,2.99916,101.415
977,106.85,111.556,3.00141,100.882
978,106.6,111.408,3.00381,100.646
979,105.67,111.236,3.00753,99.7676
980,104.4,111.03,3.01344,98.5686
981,104.625,110.838,3.01843,98.781
982,104.475,110.647,3.02331,98.6394
983,105.1,110.481,3.02664,99.2295
984,105.005,110.317,3.02983,99.1398
985,104.37,110.138,3.03386,98.5403
986,102.46,109.908,3.04158,96.7369
987,103.15,109.705,3.04718,97.3884
988,103.49,109.519,3.05167,97.7094
989,103.025,109.324,3.05669,97.2704
990,102.95,109.133,3.06145,97.1996
991,102.6,108.937,3.06652,96.8691
992,102.6,108.747,3.07117,96.8691
993,102.46,108.558,3.07572,96.7369
994,102.77,108.384,3.07932,97.0296
995,102.62,108.211,3.08287,96.888
996,102.23,108.032,3.08679,96.5198
997,102.15,107.856,3.09053,96.4443
998,102.19,107.686,3.09387,96.482
999,102.01,107.515,3.09722,96.3121
1000,102.08,107.352,3.10016,96.3782
1001,101.94,107.19,3.10304,96.246
1002,102.51,107.05,3.10481,96.7842
1003,102.08,106.9,3.10699,96.3782
1004,102.64,106.773,3.10818,96.9069
1005,103.28,106.668,3.10847,97.5111
1006,103.5,106.573,3.10843,97.7189
1007,103.17,106.471,3.10863,97.4073
1008,103.02,106.367,3.10887,97.2657
1009,102.845,106.262,3.10919,97.1004
1010,102.7,106.155,3.10955,96.9635
1011,102.795,106.054,3.1097,97.0532
1012,102.755,105.955,3.10979,97.0155
1013,102.63,105.855,3.10991,96.8974
1014,102.69,105.76,3.10987,96.9541
1015,102.835,105.672,3.10962,97.091
1016,102.776,105.586,3.10933,97.0353
1017,103.39,105.52,3.10852,97.615
1018,103.29,105.453,3.10774,97.5206
1019,103.575,105.396,3.10674,97.7897
1020,103.545,105.341,3.10572,97.7613
1021,104.22,105.307,3.10439,98.3986
1022,103.96,105.267,3.10314,98.1532
1023,103.94,105.227,3.10189,98.1343
1024,104.79,105.214,3.1004,98.9368
1025,105.445,105.221,3.0989,99.5552
1026,105.56,105.231,3.09741,99.6638
1027,105.63,105.243,3.09592,99.7299
1028,106,105.266,3.0945,100.079
1029,105.28,105.266,3.093,99.3994
1030,105.01,105.258,3.09151,99.1445
1031,104.88,105.247,3.09003,99.0218
1032,105.23,105.247,3.08854,99.3522
1033,105.14,105.243,3.08704,99.2672
1034,105,105.236,3.08556,99.1351
1035,103.92,105.197,3.08433,98.1154
1036,102.99,105.13,3.08356,97.2373
1037,102.94,105.065,3.08278,97.1901
1038,102.19,104.978,3.08251,96.482
1039,102.16,104.894,3.08219,96.4537
1040,101.68,104.798,3.08222,96.0005
1041,101.5,104.699,3.08234,95.8306
1042,101.05,104.589,3.08281,95.4057
1043,100.4,104.463,3.0839,94.792
1044,100.47,104.344,3.08475,94.8581
1045,100.35,104.224,3.0856,94.7448
1046,100.33,104.107,3.08633,94.7259
1047,100.56,104.001,3.08669,94.9431
1048,100.575,103.898,3.08692,94.9572
1049,101,103.811,3.08667,95.3585
1050,100.43,103.709,3.08686,94.8203
1051,100.32,103.608,3.08706,94.7165
1052,100.48,103.514,3.08701,94.8675
1053,100.17,103.414,3.08716,94.5749
1054,100.79,103.335,3.08669,95.1602
1055,101,103.265,3.08602,95.3585
1056,101.02,103.198,3.08529,95.3774
1057,100.15,103.106,3.08517,94.556
1058,100.65,103.032,3.08458,95.028
1059,100.965,102.97,3.08374,95.3254
1060,101.406,102.923,3.08264,95.7418
1061,102.14,102.9,3.08127,96.4348
1062,101.602,102.861,3.08007,95.9269
1063,101.75,102.828,3.07879,96.0666
1064,100.94,102.771,3.07786,95.3018
1065,100.89,102.715,3.07692,95.2546
1066,100.735,102.655,3.07604,95.1083
1067,100.1,102.579,3.07554,94.5088
1068,100.465,102.515,3.07474,94.8534
1069,100.655,102.459,3.0738,95.0328
1070,101.63,102.434,3.07246,95.9533
1071,101.4,102.403,3.07118,95.7362
1072,101.88,102.388,3.06979,96.1893
1073,101.565,102.363,3.06845,95.8919
1074,101.78,102.346,3.06708,96.0949
1075,101.595,102.323,3.06573,95.9203
1076,101.985,102.313,3.06432,96.2885
1077,101.78,102.297,3.06294,96.0949
1078,101.41,102.27,3.06163,95.746
1079,101.545,102.249,3.06029,95.8731
1080,101.335,102.221,3.05899,95.6748
1081,101.08,102.187,3.05777,95.434
1082,101.01,102.152,3.05655,95.3679
1083,101.02,102.118,3.05532,95.3774
1084,101.53,102.1,3.05396,95.8589
1085,101.135,102.071,3.05269,95.486
1086,100.84,102.034,3.0515,95.2074
1087,100.63,101.992,3.05038,95.0092
1088,100.505,101.947,3.04929,94.8911
1089,100.185,101.895,3.04833,94.589
1090,100.475,101.852,3.04722,94.8628
1091,101.57,101.844,3.04583,95.8967
1092,102.49,101.863,3.0445,96.7653
1093,102.68,101.887,3.0432,96.9447
1094,102.99,101.92,3.04198,97.2373
1095,102.825,101.948,3.04071,97.0816
1096,102.615,101.968,3.03939,96.8833
1097,102.71,101.99,3.03808,96.973
1098,102.88,102.017,3.03681,97.1335
1099,102.21,102.022,3.03543,96.5009
1100,102.255,102.029,3.03406,96.5434
1101,102.565,102.045,3.03273,96.8361
1102,102.975,102.073,3.03147,97.2232
1103,103.225,102.108,3.03029,97.4592
1104,103.505,102.15,3.02919,97.7236
1105,103.34,102.186,3.02802,97.5678
1106,103.885,102.237,3.02705,98.0824
1107,103.825,102.284,3.02604,98.0257
1108,103.3,102.315,3.02482,97.53
1109,103.695,102.356,3.02373,97.903
1110,103.84,102.401,3.02267,98.0399
1111,104.22,102.455,3.02178,98.3986
1112,104.09,102.504,3.02079,98.2759
1113,103.695,102.54,3.01964,97.903
1114,103.7,102.575,3.01847,97.9077
1115,103.42,102.6,3.01722,97.6433
1116,102.195,102.588,3.01589,96.4867
1117,101.97,102.569,3.01459,96.2743
1118,101.64,102.542,3.01337,95.9627
1119,101.78,102.519,3.0121,96.0949
1120,101.97,102.502,3.0108,96.2743
1121,100.825,102.452,3.00985,95.1933
1122,101.08,102.411,3.00877,95.434
1123,101.23,102.375,3.00763,95.5757
1124,101.11,102.337,3.00651,95.4624
1125,101.63,102.316,3.00525,95.9533
1126,100.07,102.249,3.00461,94.4804
1127,100.214,102.188,3.00386,94.616
1128,100.145,102.126,3.00311,94.5512
1129,100.595,102.08,3.0021,94.9761
1130,100.95,102.047,3.00095,95.3113
1131,101.25,102.023,2.99971,95.5945
1132,101.02,101.993,2.99853,95.3774
1133,100.5,101.948,2.99752,94.8864
1134,99.38,101.871,2.99711,93.829
1135,99.46,101.798,2.99659,93.9045
1136,99.85,101.74,2.9958,94.2727
1137,99.57,101.675,2.99513,94.0084
1138,99.69,101.615,2.99436,94.1217
1139,99.815,101.561,2.99349,94.2397
1140,99.5,101.499,2.99277,93.9423
1141,101.61,101.503,2.99146,95.9344
1142,102.1,101.521,2.9902,96.3971
1143,102.3,101.544,2.98897,96.5859
1144,101.89,101.554,2.98768,96.1988
1145,102.075,101.57,2.98642,96.3734
1146,102.278,101.591,2.98518,96.5649
1147,102.39,101.615,2.98397,96.6709
1148,103.47,101.671,2.98314,97.6905
1149,103.37,101.722,2.98224,97.5961
1150,103.64,101.779,2.98145,97.851
1151,103.93,101.844,2.98079,98.1248
1152,104.09,101.911,2.98019,98.2759
1153,103.83,101.969,2.9794,98.0304
1154,104.43,102.043,2.97894,98.5969
1155,104.5,102.116,2.97848,98.663
1156,103.37,102.154,2.9774,97.5964
1157,103.622,102.198,2.97641,97.8345
1158,103.605,102.24,2.9754,97.818
1159,103.865,102.289,2.97447,98.0635
1160,103.655,102.33,2.97345,97.8652
1161,103.52,102.366,2.97236,97.7377
1162,103.86,102.411,2.97139,98.0587
1163,103.735,102.45,2.97035,97.9407
1164,104.105,102.5,2.96945,98.2901
1165,104.04,102.546,2.96849,98.2287
1166,104.635,102.609,2.96782,98.7905
1167,104.665,102.67,2.96712,98.8188
1168,104.74,102.733,2.96643,98.8896
